calendar year,6-monthly,cause of injury = traffic,road user,count of cases excluding died in hospitals within 30 days,bed days excluding died in hospitals within 30 days,state or territory
2020,Jan-Jun,Traffic,Other or unknown,6,30,Tas
2020,Jan-Jun,Traffic,"Car driver, passenger or unknown position",106,803,ACT
2020,Jan-Jun,Traffic,Motorcyclist,68,334,ACT
2020,Jan-Jun,Traffic,Pedal cyclist,99,169,ACT
2020,Jan-Jun,Traffic,Pedestrian,5,30,ACT
2020,Jan-Jun,Traffic,Pick-up truck or van occupant,n.p.,n.p.,ACT
2020,Jan-Jun,Traffic,Bus occupant,n.p.,n.p.,ACT
2020,Jan-Jun,Traffic,Other or unknown,6,108,ACT
2020,Jan-Jun,Traffic,"Car driver, passenger or unknown position",128,790,NT
2020,Jan-Jun,Traffic,Motorcyclist,91,294,NT
2020,Jan-Jun,Traffic,Pedal cyclist,58,128,NT
2020,Jan-Jun,Traffic,Pedestrian,25,230,NT
2020,Jan-Jun,Traffic,"Heavy transport driver, passenger or unknown position",n.p.,n.p.,NT
2020,Jan-Jun,Traffic,Pick-up truck or van occupant,n.p.,n.p.,NT
2020,Jan-Jun,Traffic,Other or unknown,13,22,NT
2020,Jul-Dec,Traffic,"Car driver, passenger or unknown position",2219,13347,NSW
2020,Jul-Dec,Traffic,Motorcyclist,1300,8581,NSW
2020,Jul-Dec,Traffic,Pedal cyclist,987,3993,NSW
2020,Jul-Dec,Traffic,Pedestrian,361,5072,NSW
2020,Jul-Dec,Traffic,"Heavy transport driver, passenger or unknown position",70,369,NSW
2020,Jul-Dec,Traffic,Pick-up truck or van occupant,40,259,NSW
2020,Jul-Dec,Traffic,Bus occupant,32,195,NSW
2020,Jul-Dec,Traffic,Other or unknown,74,649,NSW
2020,Jul-Dec,Traffic,"Car driver, passenger or unknown position",2173,9822,Vic
2020,Jul-Dec,Traffic,Motorcyclist,830,4567,Vic
2020,Jul-Dec,Traffic,Pedal cyclist,1419,3317,Vic
2020,Jul-Dec,Traffic,Pedestrian,255,2049,Vic
2020,Jul-Dec,Traffic,"Heavy transport driver, passenger or unknown position",57,451,Vic
2020,Jul-Dec,Traffic,Pick-up truck or van occupant,36,198,Vic
2020,Jul-Dec,Traffic,Bus occupant,18,149,Vic
2020,Jul-Dec,Traffic,Other or unknown,66,370,Vic
2020,Jul-Dec,Traffic,"Car driver, passenger or unknown position",2830,9007,Qld
2020,Jul-Dec,Traffic,Motorcyclist,1386,6291,Qld
2020,Jul-Dec,Traffic,Pedal cyclist,837,2348,Qld
2020,Jul-Dec,Traffic,Pedestrian,242,1706,Qld
2020,Jul-Dec,Traffic,"Heavy transport driver, passenger or unknown position",85,536,Qld
2020,Jul-Dec,Traffic,Pick-up truck or van occupant,52,209,Qld
2020,Jul-Dec,Traffic,Bus occupant,10,13,Qld
2020,Jul-Dec,Traffic,Other or unknown,72,272,Qld
2020,Jul-Dec,Traffic,"Car driver, passenger or unknown position",863,4498,WA
2020,Jul-Dec,Traffic,Motorcyclist,480,3048,WA
2020,Jul-Dec,Traffic,Pedal cyclist,383,1089,WA
2020,Jul-Dec,Traffic,Pedestrian,112,701,WA
2020,Jul-Dec,Traffic,"Heavy transport driver, passenger or unknown position",26,63,WA
2020,Jul-Dec,Traffic,Pick-up truck or van occupant,13,44,WA
2020,Jul-Dec,Traffic,Bus occupant,13,44,WA
2020,Jul-Dec,Traffic,Other or unknown,42,160,WA
2020,Jul-Dec,Traffic,"Car driver, passenger or unknown position",604,3080,SA
2020,Jul-Dec,Traffic,Motorcyclist,333,1546,SA
2020,Jul-Dec,Traffic,Pedal cyclist,289,624,SA
2020,Jul-Dec,Traffic,Pedestrian,65,616,SA
2020,Jul-Dec,Traffic,"Heavy transport driver, passenger or unknown position",15,120,SA
2020,Jul-Dec,Traffic,Pick-up truck or van occupant,7,36,SA
2020,Jul-Dec,Traffic,Bus occupant,7,8,SA
2020,Jul-Dec,Traffic,Other or unknown,12,54,SA
2020,Jul-Dec,Traffic,"Car driver, passenger or unknown position",226,1260,Tas
2020,Jul-Dec,Traffic,Motorcyclist,107,366,Tas
2020,Jul-Dec,Traffic,Pedal cyclist,76,217,Tas
2020,Jul-Dec,Traffic,Pedestrian,23,166,Tas
2020,Jul-Dec,Traffic,"Heavy transport driver, passenger or unknown position",n.p.,n.p.,Tas
2020,Jul-Dec,Traffic,Pick-up truck or van occupant,n.p.,n.p.,Tas
2020,Jul-Dec,Traffic,Bus occupant,n.p.,n.p.,Tas
2020,Jul-Dec,Traffic,Other or unknown,6,15,Tas
2020,Jul-Dec,Traffic,"Car driver, passenger or unknown position",124,448,ACT
2020,Jul-Dec,Traffic,Motorcyclist,74,220,ACT
2020,Jul-Dec,Traffic,Pedal cyclist,124,343,ACT
2020,Jul-Dec,Traffic,Pedestrian,9,38,ACT
2020,Jul-Dec,Traffic,"Heavy transport driver, passenger or unknown position",n.p.,n.p.,ACT
2020,Jul-Dec,Traffic,Bus occupant,n.p.,n.p.,ACT
2020,Jul-Dec,Traffic,Other or unknown,6,7,ACT
2020,Jul-Dec,Traffic,"Car driver, passenger or unknown position",257,1025,NT
2020,Jul-Dec,Traffic,Motorcyclist,104,353,NT
2020,Jul-Dec,Traffic,Pedal cyclist,50,137,NT
2020,Jul-Dec,Traffic,Pedestrian,31,300,NT
2020,Jul-Dec,Traffic,"Heavy transport driver, passenger or unknown position",6,19,NT
2020,Jul-Dec,Traffic,Pick-up truck or van occupant,n.p.,n.p.,NT
2020,Jul-Dec,Traffic,Bus occupant,n.p.,n.p.,NT
2020,Jul-Dec,Traffic,Other or unknown,10,88,NT
2021,Jan-Jun,Traffic,"Car driver, passenger or unknown position",2160,13654,NSW
2021,Jan-Jun,Traffic,Motorcyclist,1265,8386,NSW
2021,Jan-Jun,Traffic,Pedal cyclist,984,3603,NSW
2021,Jan-Jun,Traffic,Pedestrian,381,4081,NSW
2021,Jan-Jun,Traffic,"Heavy transport driver, passenger or unknown position",54,321,NSW
2021,Jan-Jun,Traffic,Pick-up truck or van occupant,43,129,NSW
2021,Jan-Jun,Traffic,Bus occupant,32,132,NSW
2021,Jan-Jun,Traffic,Other or unknown,86,818,NSW
2021,Jan-Jun,Traffic,"Car driver, passenger or unknown position",2909,13277,Vic
2021,Jan-Jun,Traffic,Motorcyclist,1084,6655,Vic
2021,Jan-Jun,Traffic,Pedal cyclist,1373,4386,Vic
2021,Jan-Jun,Traffic,Pedestrian,353,3640,Vic
2021,Jan-Jun,Traffic,"Heavy transport driver, passenger or unknown position",63,621,Vic
2021,Jan-Jun,Traffic,Pick-up truck or van occupant,37,286,Vic
2021,Jan-Jun,Traffic,Bus occupant,21,90,Vic
2021,Jan-Jun,Traffic,Other or unknown,81,596,Vic
2021,Jan-Jun,Traffic,"Car driver, passenger or unknown position",2673,9711,Qld
2021,Jan-Jun,Traffic,Motorcyclist,1288,5581,Qld
2021,Jan-Jun,Traffic,Pedal cyclist,722,2562,Qld
2021,Jan-Jun,Traffic,Pedestrian,219,1869,Qld
2021,Jan-Jun,Traffic,"Heavy transport driver, passenger or unknown position",73,326,Qld
2021,Jan-Jun,Traffic,Pick-up truck or van occupant,55,306,Qld
2021,Jan-Jun,Traffic,Bus occupant,15,68,Qld
2021,Jan-Jun,Traffic,Other or unknown,82,387,Qld
2021,Jan-Jun,Traffic,"Car driver, passenger or unknown position",789,4646,WA
2021,Jan-Jun,Traffic,Motorcyclist,450,3205,WA
2021,Jan-Jun,Traffic,Pedal cyclist,361,1373,WA
2021,Jan-Jun,Traffic,Pedestrian,100,832,WA
2021,Jan-Jun,Traffic,"Heavy transport driver, passenger or unknown position",23,36,WA
2021,Jan-Jun,Traffic,Pick-up truck or van occupant,22,109,WA
2021,Jan-Jun,Traffic,Bus occupant,12,15,WA
2021,Jan-Jun,Traffic,Other or unknown,43,338,WA
2021,Jan-Jun,Traffic,"Car driver, passenger or unknown position",609,2536,SA
2021,Jan-Jun,Traffic,Motorcyclist,280,1437,SA
2021,Jan-Jun,Traffic,Pedal cyclist,324,1012,SA
2021,Jan-Jun,Traffic,Pedestrian,83,871,SA
2021,Jan-Jun,Traffic,"Heavy transport driver, passenger or unknown position",11,49,SA
2021,Jan-Jun,Traffic,Pick-up truck or van occupant,7,14,SA
2021,Jan-Jun,Traffic,Bus occupant,8,19,SA
2021,Jan-Jun,Traffic,Other or unknown,15,120,SA
2021,Jan-Jun,Traffic,"Car driver, passenger or unknown position",206,1662,Tas
2021,Jan-Jun,Traffic,Motorcyclist,108,676,Tas
2021,Jan-Jun,Traffic,Pedal cyclist,69,337,Tas
2021,Jan-Jun,Traffic,Pedestrian,21,95,Tas
2021,Jan-Jun,Traffic,"Heavy transport driver, passenger or unknown position",n.p.,n.p.,Tas
2021,Jan-Jun,Traffic,Pick-up truck or van occupant,n.p.,n.p.,Tas
2021,Jan-Jun,Traffic,Other or unknown,8,41,Tas
2021,Jan-Jun,Traffic,"Car driver, passenger or unknown position",146,798,ACT
2021,Jan-Jun,Traffic,Motorcyclist,93,323,ACT
2021,Jan-Jun,Traffic,Pedal cyclist,183,436,ACT
2021,Jan-Jun,Traffic,Pedestrian,14,74,ACT
2021,Jan-Jun,Traffic,Pick-up truck or van occupant,n.p.,n.p.,ACT
2021,Jan-Jun,Traffic,Other or unknown,n.p.,n.p.,ACT
2021,Jan-Jun,Traffic,"Car driver, passenger or unknown position",175,1021,NT
2021,Jan-Jun,Traffic,Motorcyclist,76,266,NT
2021,Jan-Jun,Traffic,Pedal cyclist,43,120,NT
2021,Jan-Jun,Traffic,Pedestrian,30,134,NT
2021,Jan-Jun,Traffic,"Heavy transport driver, passenger or unknown position",n.p.,n.p.,NT
2021,Jan-Jun,Traffic,Pick-up truck or van occupant,9,17,NT
2021,Jan-Jun,Traffic,Bus occupant,5,8,NT
2021,Jan-Jun,Traffic,Other or unknown,n.p.,n.p.,NT
2021,Jul-Dec,Traffic,"Car driver, passenger or unknown position",1509,9835,NSW
2021,Jul-Dec,Traffic,Motorcyclist,988,5599,NSW
2021,Jul-Dec,Traffic,Pedal cyclist,1058,3488,NSW
2021,Jul-Dec,Traffic,Pedestrian,268,3659,NSW
2021,Jul-Dec,Traffic,"Heavy transport driver, passenger or unknown position",49,369,NSW
2021,Jul-Dec,Traffic,Pick-up truck or van occupant,30,274,NSW
2021,Jul-Dec,Traffic,Bus occupant,18,123,NSW
2021,Jul-Dec,Traffic,Other or unknown,78,627,NSW
2021,Jul-Dec,Traffic,"Car driver, passenger or unknown position",2493,11449,Vic
2021,Jul-Dec,Traffic,Motorcyclist,883,5072,Vic
2021,Jul-Dec,Traffic,Pedal cyclist,1322,3495,Vic
2021,Jul-Dec,Traffic,Pedestrian,329,3682,Vic
2021,Jul-Dec,Traffic,"Heavy transport driver, passenger or unknown position",73,585,Vic
2021,Jul-Dec,Traffic,Pick-up truck or van occupant,39,326,Vic
2021,Jul-Dec,Traffic,Bus occupant,16,197,Vic
2021,Jul-Dec,Traffic,Other or unknown,54,342,Vic
2021,Jul-Dec,Traffic,"Car driver, passenger or unknown position",2798,9091,Qld
2021,Jul-Dec,Traffic,Motorcyclist,1310,6495,Qld
2021,Jul-Dec,Traffic,Pedal cyclist,782,2214,Qld
2021,Jul-Dec,Traffic,Pedestrian,229,1322,Qld
2021,Jul-Dec,Traffic,"Heavy transport driver, passenger or unknown position",71,308,Qld
2021,Jul-Dec,Traffic,Pick-up truck or van occupant,37,138,Qld
2021,Jul-Dec,Traffic,Bus occupant,23,37,Qld
2021,Jul-Dec,Traffic,Other or unknown,70,474,Qld
2021,Jul-Dec,Traffic,"Car driver, passenger or unknown position",790,5294,WA
2021,Jul-Dec,Traffic,Motorcyclist,432,3376,WA
2021,Jul-Dec,Traffic,Pedal cyclist,343,1651,WA
2021,Jul-Dec,Traffic,Pedestrian,120,971,WA
2021,Jul-Dec,Traffic,"Heavy transport driver, passenger or unknown position",24,127,WA
2021,Jul-Dec,Traffic,Pick-up truck or van occupant,21,145,WA
2021,Jul-Dec,Traffic,Bus occupant,10,38,WA
2021,Jul-Dec,Traffic,Other or unknown,28,132,WA
2021,Jul-Dec,Traffic,"Car driver, passenger or unknown position",622,3043,SA
2021,Jul-Dec,Traffic,Motorcyclist,276,1157,SA
2021,Jul-Dec,Traffic,Pedal cyclist,253,801,SA
2021,Jul-Dec,Traffic,Pedestrian,89,639,SA
2021,Jul-Dec,Traffic,"Heavy transport driver, passenger or unknown position",15,36,SA
2021,Jul-Dec,Traffic,Pick-up truck or van occupant,9,10,SA
2021,Jul-Dec,Traffic,Bus occupant,6,23,SA
2021,Jul-Dec,Traffic,Other or unknown,25,85,SA
2021,Jul-Dec,Traffic,"Car driver, passenger or unknown position",193,1087,Tas
2021,Jul-Dec,Traffic,Motorcyclist,90,440,Tas
2021,Jul-Dec,Traffic,Pedal cyclist,49,350,Tas
2021,Jul-Dec,Traffic,Pedestrian,25,107,Tas
2021,Jul-Dec,Traffic,"Heavy transport driver, passenger or unknown position",n.p.,n.p.,Tas
2021,Jul-Dec,Traffic,Pick-up truck or van occupant,13,17,Tas
2021,Jul-Dec,Traffic,Bus occupant,n.p.,n.p.,Tas
2021,Jul-Dec,Traffic,Other or unknown,n.p.,n.p.,Tas
2021,Jul-Dec,Traffic,"Car driver, passenger or unknown position",88,239,ACT
2021,Jul-Dec,Traffic,Motorcyclist,51,218,ACT
2021,Jul-Dec,Traffic,Pedal cyclist,150,528,ACT
2021,Jul-Dec,Traffic,Pedestrian,8,116,ACT
2021,Jul-Dec,Traffic,Pick-up truck or van occupant,n.p.,n.p.,ACT
2021,Jul-Dec,Traffic,Other or unknown,n.p.,n.p.,ACT
2021,Jul-Dec,Traffic,"Car driver, passenger or unknown position",187,1497,NT
2021,Jul-Dec,Traffic,Motorcyclist,81,374,NT
2021,Jul-Dec,Traffic,Pedal cyclist,49,95,NT
2021,Jul-Dec,Traffic,Pedestrian,28,249,NT
2021,Jul-Dec,Traffic,"Heavy transport driver, passenger or unknown position",n.p.,n.p.,NT
2021,Jul-Dec,Traffic,Pick-up truck or van occupant,n.p.,n.p.,NT
2021,Jul-Dec,Traffic,Bus occupant,n.p.,n.p.,NT
2021,Jul-Dec,Traffic,Other or unknown,8,124,NT
